date,origin_country,origin_port,destination_port,cargo_type,cargo_quantity_mt,vessel_type,vessel_capacity_mt,distance_nm,voyage_days,bunker_price_usd_ton,port_congestion,weather_risk,port_waiting_hours,vessel_availability,procurement_price_usd_mt,freight_rate_usd_mt,charter_cost_usd,freight_demand
2025-12-15,Vietnam,Cam Pha,Kakinada,Limestone,252796,Panamax,66665,2321,8.2,465.33,0.551,0.292,41.6,26,43.39,25.95,6560056.2,111.88
2025-12-15,Australia,Newcastle,Visakhapatnam,Manganese Ore,154715,Supramax,64072,4379,16.2,474.45,0.493,0.129,78.4,20,132.38,31.17,4822466.55,77.18
2025-12-15,South Africa,Richards Bay,Chennai,Rock Phosphate,150250,Supramax,63953,5430,19.7,656.94,0.596,0.552,43.9,39,111.55,38.13,5729032.5,82.93
2025-12-15,Australia,Port Kembla,Paradip,Rock Phosphate,72632,Supramax,57835,3981,14.6,745.71,0.448,0.295,55.1,30,150.48,30.78,2235612.96,69.98
2025-12-16,Australia,Gladstone,Visakhapatnam,Fertilizer,93992,Small Handy,13360,4090,16.3,488.0,0.472,0.475,37.6,11,345.91,30.09,2828219.28,50.82
2025-12-16,Brazil,Itaguai,Krishnapatnam,Limestone,195472,Handymax,49512,8784,32.3,606.87,0.589,0.396,67.6,13,35.69,41.7,8151182.4,74.8
2025-12-16,Colombia,Cartagena,Chennai,Iron Ore,170132,Handysize,22842,9537,34.8,580.0,0.79,0.566,77.4,5,106.24,45.25,7698473.0,59.09
2025-12-16,Indonesia,Balikpapan,Kakinada,Iron Ore,206049,Small Handy,18233,3411,14.9,795.35,0.365,0.452,22.6,13,103.14,33.53,6908822.97,77.39
2025-12-16,Indonesia,Taboneo,Paradip,Corn,166243,Handymax,53499,2670,9.9,490.15,0.458,0.651,39.3,29,278.28,26.58,4418738.94,81.79
2025-12-16,Mozambique,Maputo,Visakhapatnam,Sugar,207835,Handysize,24090,5280,19.4,592.22,0.686,0.351,47.2,8,480.66,36.15,7513235.25,77.0
2025-12-16,Vietnam,Cam Pha,Kakinada,Petcoke,65566,Newcastlemax,202020,2677,10.2,559.67,0.335,0.18,42.1,36,120.74,24.24,1589319.84,74.97
2025-12-16,Australia,Hay Point,Gangavaram,Limestone,129631,Handymax,56869,4230,16.3,691.73,0.626,0.306,47.3,27,42.88,34.74,4503380.94,73.03
2025-12-16,Australia,Port Kembla,Gangavaram,Rock Phosphate,223970,Newcastlemax,199369,4386,15.8,792.09,0.411,0.552,41.5,35,174.56,32.02,7171519.4,98.3
2025-12-16,Australia,Dalrymple Bay,Kamarajar,Iron Ore,197991,Handysize,33965,4519,17.3,632.89,0.564,0.322,43.8,11,129.35,35.25,6979182.75,81.34
2025-12-17,Canada,Quebec,Paradip,Wheat,154402,Ultramax,69519,10629,41.3,662.05,0.255,0.149,4.0,14,237.37,40.61,6270265.22,74.49
2025-12-17,Indonesia,Balikpapan,Kamarajar,Petcoke,89395,Handysize,21567,3252,11.8,509.9,0.566,0.316,62.6,40,138.98,29.3,2619273.5,75.43
2025-12-17,Russia,Vostochny,Visakhapatnam,Wheat,60840,VLOC,217862,3797,14.9,795.46,0.49,0.224,44.9,15,249.94,30.95,1882998.0,43.68
2025-12-17,South Africa,Saldanha Bay,Krishnapatnam,Limestone,134725,Newcastlemax,205588,5787,19.2,607.8,0.464,0.052,56.6,27,28.49,32.84,4424369.0,75.24
2025-12-17,Canada,Prince Rupert,Kamarajar,Iron Ore,119613,VLOC,375615,10113,37.1,450.56,0.619,0.348,58.8,31,122.13,43.8,5239049.4,68.86
2025-12-17,Mozambique,Beira,Gangavaram,Nickel Ore,14917,Capesize,166835,4713,16.4,664.21,0.526,0.169,70.4,5,68.67,29.83,444974.11,23.5
2025-12-17,USA,Houston,Kamarajar,Gypsum,179081,Small Handy,21658,9574,36.8,739.56,0.541,0.648,49.6,32,21.47,45.3,8112369.3,93.12
2025-12-17,USA,Hampton Roads,Dhamra,Rock Phosphate,68071,Post-Panamax,99193,9476,32.4,661.55,0.2,0.676,32.2,36,106.87,38.68,2632986.28,66.01
2025-12-17,Australia,Gladstone,Visakhapatnam,Alumina,296887,Ultramax,62265,3906,13.3,714.82,0.616,0.414,53.6,40,297.65,32.25,9574605.75,120.74
2025-12-17,Australia,Port Kembla,Paradip,Alumina,222874,Kamsarmax,75217,3933,15.4,580.1,0.426,0.455,34.7,25,277.24,30.96,6900179.04,101.76
2025-12-17,Colombia,Puerto Bolivar,Kakinada,Corn,276972,Newcastlemax,209239,9180,28.8,729.27,0.418,0.377,37.5,32,178.38,42.5,11771310.0,116.42
2025-12-17,Colombia,Puerto Bolivar,Krishnapatnam,Soybean,50603,Small Handy,26709,9527,41.9,772.86,0.488,0.224,64.6,29,415.15,43.66,2209326.98,57.84
2025-12-17,Indonesia,Tanjung Bara,Dhamra,Petcoke,54639,Capesize,175392,2770,9.8,669.79,0.397,0.539,19.5,26,123.76,27.03,1476892.17,56.29
2025-12-18,Brazil,Santos,Krishnapatnam,Limestone,98661,Ultramax,63625,8628,30.8,578.7,0.449,0.383,58.5,2,33.63,38.4,3788582.4,54.03
2025-12-18,South Africa,Durban,Paradip,Nickel Ore,17356,Handymax,52256,5140,20.7,526.08,0.598,0.052,61.4,10,46.26,30.6,531093.6,40.21
2025-12-18,Brazil,Santos,Krishnapatnam,Sugar,23427,Post-Panamax,85581,8680,29.7,505.29,0.547,0.724,58.6,11,500.6,38.22,895379.94,28.74
2025-12-18,Colombia,Puerto Bolivar,Kakinada,Thermal Coal,259980,Capesize,130240,9394,34.4,556.52,0.305,0.618,38.3,34,102.92,39.62,10300407.6,113.03
2025-12-18,Vietnam,Vung Tau,Kamarajar,Fertilizer,54022,Capesize,120281,2655,9.9,650.06,0.282,0.615,45.4,27,238.97,27.55,1488306.1,61.45
2025-12-18,Brazil,Tubarão,Krishnapatnam,Wheat,215741,Newcastlemax,208306,8883,29.0,671.43,0.434,0.249,60.1,27,288.3,37.97,8191685.77,94.57
2025-12-18,Indonesia,Balikpapan,Krishnapatnam,Manganese Ore,102415,Panamax,65139,3190,13.5,543.88,0.352,0.545,27.1,34,126.11,28.15,2882982.25,76.35
2025-12-18,Vietnam,Vung Tau,Kakinada,Gypsum,51305,Ultramax,63350,2669,9.6,623.49,0.329,0.716,29.1,23,44.9,29.71,1524271.55,50.69
2025-12-18,South Africa,Saldanha Bay,Krishnapatnam,Fertilizer,233030,Ultramax,66081,5831,19.8,695.27,0.036,0.413,13.9,31,188.58,33.24,7745917.2,113.09
2025-12-18,Canada,Vancouver,Kakinada,Limestone,199611,Handymax,44384,10257,37.9,541.35,0.31,0.677,33.5,25,47.61,41.28,8239942.08,83.28
2025-12-18,Canada,Vancouver,Paradip,Bauxite,94669,VLOC,331189,9664,36.7,696.96,0.642,0.743,65.6,1,52.54,46.03,4357614.07,40.45
2025-12-18,South Africa,Richards Bay,Paradip,Alumina,242900,Small Handy,25110,5249,21.9,593.09,0.381,0.739,28.6,32,236.67,36.54,8875566.0,103.54
2025-12-18,Vietnam,Cam Pha,Kakinada,Limestone,132593,Panamax,84264,2756,9.3,624.8,0.308,0.7,25.9,5,49.88,28.84,3823982.12,65.39
2025-12-18,Brazil,Santos,Kakinada,Coking Coal,228342,Supramax,52210,8713,33.1,620.53,0.158,0.68,17.0,8,123.11,38.62,8818568.04,79.62
2025-12-18,Russia,Nakhodka,Chennai,Wheat,160110,Capesize,141446,3795,14.2,794.08,0.563,0.504,80.6,30,293.12,35.35,5659888.5,91.34
2025-12-18,Russia,Nakhodka,Kamarajar,Iron Ore Pellets,274358,Kamsarmax,83423,3964,14.4,763.26,0.717,0.462,73.9,38,127.2,37.24,10217091.92,117.24
2025-12-18,Australia,Port Hedland,Dhamra,Thermal Coal,276309,Handymax,50817,4165,16.4,565.89,0.507,0.61,37.6,40,71.85,32.42,8957937.78,119.03
2025-12-18,Vietnam,Cam Pha,Kakinada,Alumina,248822,VLOC,275939,2374,9.2,676.4,0.362,0.543,17.3,2,347.44,29.86,7429824.92,93.85
2025-12-18,Vietnam,Cam Pha,Kamarajar,Bauxite,240474,Kamsarmax,83267,2722,9.5,796.09,0.441,0.407,62.7,27,48.47,31.69,7620621.06,108.34
2025-12-18,Canada,Quebec,Visakhapatnam,Thermal Coal,34637,Ultramax,63526,10632,37.9,567.24,0.648,0.705,74.6,8,100.68,43.76,1515715.12,21.77
2025-12-18,Australia,Gladstone,Gangavaram,Nickel Ore,73057,Capesize,148760,4180,15.4,677.5,0.421,0.478,46.7,27,88.88,29.64,2165409.48,65.88
2025-12-19,Colombia,Puerto Bolivar,Krishnapatnam,Limestone,99450,VLOC,329011,9472,35.9,518.1,0.408,0.134,41.2,26,42.3,36.0,3580200.0,70.64
2025-12-19,Mozambique,Beira,Kamarajar,Gypsum,256577,Supramax,52346,5170,18.4,603.89,0.445,0.465,62.2,9,39.74,37.29,9567756.33,100.76
2025-12-19,USA,New Orleans,Krishnapatnam,Soybean,33386,Panamax,76623,9339,34.9,795.16,0.45,0.071,35.6,32,494.19,40.6,1355471.6,66.14
2025-12-19,Vietnam,Vung Tau,Paradip,Coking Coal,233911,Capesize,176472,2211,8.0,526.32,0.334,0.246,19.6,9,177.79,25.76,6025547.36,89.62
2025-12-19,Indonesia,Tanjung Bara,Dhamra,Fertilizer,259243,Capesize,130280,2747,9.1,692.36,0.52,0.442,57.3,26,277.22,31.02,8041717.86,103.14
2025-12-19,Indonesia,Taboneo,Krishnapatnam,Coking Coal,81355,Ultramax,65973,3157,12.8,584.68,0.356,0.66,42.6,7,177.19,28.69,2334074.95,42.21
2025-12-19,Australia,Hay Point,Kakinada,Nickel Ore,279054,Capesize,120231,4223,13.7,467.32,0.317,0.638,13.8,13,47.77,27.46,7662822.84,100.91
2025-12-19,Brazil,Tubarão,Krishnapatnam,Sugar,33680,Kamsarmax,81345,9176,35.9,565.24,0.546,0.7,68.2,29,367.61,38.31,1290280.8,51.99
2025-12-19,Brazil,Itaguai,Kakinada,Manganese Ore,14025,Newcastlemax,182060,8608,30.1,632.63,0.439,0.142,44.1,25,138.91,39.74,557353.5,49.47
2025-12-19,Brazil,Santos,Kakinada,Bauxite,144182,Panamax,67180,8761,34.1,470.53,0.27,0.116,22.1,36,48.74,37.01,5336175.82,90.68
2025-12-19,Brazil,Tubarão,Kakinada,Thermal Coal,34446,Handymax,47831,8818,31.8,542.13,0.653,0.29,49.7,2,76.47,40.79,1405052.34,24.49
2025-12-19,Australia,Port Hedland,Krishnapatnam,Limestone,96311,Handymax,53190,4719,19.9,477.15,0.323,0.41,37.4,31,28.21,30.92,2977936.12,74.06
2025-12-20,USA,New Orleans,Gangavaram,Thermal Coal,134043,Post-Panamax,87968,9227,31.1,742.04,0.545,0.241,56.6,2,68.74,41.79,5601656.97,52.93
2025-12-20,USA,Hampton Roads,Visakhapatnam,Limestone,245219,Post-Panamax,85018,9884,33.5,599.1,0.34,0.712,32.7,33,29.1,42.12,10328624.28,107.85
2025-12-20,Indonesia,Balikpapan,Visakhapatnam,Petcoke,230356,Supramax,58082,2927,10.2,467.8,0.405,0.494,43.1,36,84.39,28.84,6643467.04,110.91
2025-12-20,USA,New Orleans,Chennai,Manganese Ore,197435,Handysize,27478,9484,37.4,498.3,0.547,0.137,57.1,18,136.33,41.97,8286346.95,88.42
2025-12-21,Australia,Newcastle,Kamarajar,Coking Coal,79962,Ultramax,66410,4918,17.5,694.38,0.474,0.371,26.3,29,134.83,33.1,2646742.2,64.27
2025-12-21,South Africa,Durban,Paradip,Coking Coal,64031,Handysize,27546,4955,18.1,490.8,0.515,0.639,43.5,21,139.08,33.01,2113663.31,63.29
2025-12-21,USA,New Orleans,Paradip,Gypsum,167004,Capesize,172023,9007,34.5,631.86,0.257,0.604,27.3,32,44.52,40.12,6700200.48,89.43
2025-12-21,Australia,Port Hedland,Krishnapatnam,Sugar,232961,Newcastlemax,193107,4965,18.5,772.54,0.29,0.415,28.8,21,444.02,34.39,8011528.79,97.64
2025-12-21,South Africa,Saldanha Bay,Kamarajar,Nickel Ore,114997,Supramax,56650,5940,25.0,785.21,0.688,0.523,60.9,26,51.27,40.9,4703377.3,66.84
2025-12-21,South Africa,Durban,Chennai,Manganese Ore,280493,VLOC,383814,5640,19.7,650.6,0.656,0.691,49.7,19,123.93,35.09,9842499.37,99.11
2025-12-21,Canada,Vancouver,Paradip,Fertilizer,239900,Small Handy,13899,9819,39.2,486.9,0.466,0.284,42.2,10,233.3,40.26,9658374.0,91.76
2025-12-21,USA,New Orleans,Kamarajar,Wheat,138145,Supramax,57407,9495,33.4,558.72,0.585,0.57,55.5,31,225.63,41.93,5792419.85,83.51
2025-12-21,South Africa,Durban,Visakhapatnam,Coking Coal,32077,Small Handy,22593,5232,19.8,652.33,0.375,0.324,30.7,10,168.12,32.19,1032558.63,39.07
2025-12-22,USA,New Orleans,Kamarajar,Iron Ore Pellets,120468,Kamsarmax,83285,9413,36.4,567.62,0.493,0.111,46.1,39,103.95,38.51,4639222.68,85.51
2025-12-22,South Africa,Richards Bay,Krishnapatnam,Gypsum,34508,Post-Panamax,87177,5501,21.8,641.08,0.244,0.119,11.7,20,24.16,29.58,1020746.64,57.88
2025-12-22,Canada,Vancouver,Krishnapatnam,Soybean,135129,Small Handy,28665,10234,42.2,724.97,0.291,0.616,33.0,11,443.84,43.77,5914596.33,55.67
2025-12-22,Canada,Prince Rupert,Gangavaram,Limestone,238168,VLOC,304982,9843,38.8,636.26,0.626,0.482,48.6,7,45.54,41.14,9798231.52,78.98
2025-12-22,Brazil,Itaguai,Kakinada,Fertilizer,291689,Newcastlemax,185479,8724,32.2,789.93,0.176,0.107,11.4,40,239.33,37.87,11046262.43,126.39
2025-12-22,USA,Houston,Kakinada,Iron Ore,195714,Ultramax,68567,9478,31.9,692.23,0.389,0.661,28.1,17,80.01,45.64,8932386.96,84.16
2025-12-22,USA,New Orleans,Gangavaram,Fertilizer,193392,Capesize,152814,9446,35.8,608.64,0.344,0.388,54.4,26,326.89,38.75,7493940.0,86.68
2025-12-22,Vietnam,Cam Pha,Visakhapatnam,Iron Ore,221147,Handymax,57455,2380,10.0,670.18,0.409,0.067,12.9,39,95.48,29.6,6545951.2,106.28
2025-12-22,Russia,Vostochny,Gangavaram,Manganese Ore,240307,Newcastlemax,202686,3837,12.4,532.28,0.428,0.179,45.9,32,158.36,29.18,7012158.26,118.2
2025-12-23,Russia,Nakhodka,Dhamra,Gypsum,295008,Newcastlemax,200414,3558,13.1,746.84,0.164,0.1,38.6,37,27.7,27.28,8047818.24,135.04
2025-12-23,Brazil,Tubarão,Krishnapatnam,Nickel Ore,189710,Capesize,168616,8944,30.8,740.02,0.459,0.58,24.9,30,78.13,41.8,7929878.0,92.18
2025-12-23,Brazil,Santos,Dhamra,Iron Ore,266972,Supramax,56776,8401,33.6,674.28,0.486,0.744,36.9,29,99.66,41.61,11108704.92,101.38
2025-12-23,USA,Hampton Roads,Chennai,Coking Coal,227691,Post-Panamax,96146,9952,33.3,563.66,0.53,0.593,54.5,2,146.59,41.84,9526591.44,76.23
2025-12-24,USA,New Orleans,Krishnapatnam,Corn,54925,Capesize,136100,9357,35.9,626.72,0.443,0.083,40.0,6,175.71,41.77,2294217.25,39.37
2025-12-24,Indonesia,Balikpapan,Krishnapatnam,Bauxite,67311,Post-Panamax,98016,3315,13.7,647.76,0.438,0.692,48.9,16,42.34,29.39,1978270.29,55.69
2025-12-24,Brazil,Tubarão,Visakhapatnam,Iron Ore,214004,Panamax,77078,8491,32.6,467.02,0.422,0.568,36.4,22,117.16,38.51,8241294.04,89.36
2025-12-24,USA,New Orleans,Krishnapatnam,Sugar,265882,Panamax,65693,9607,39.0,630.08,0.57,0.556,47.0,32,501.74,43.78,11640313.96,102.62
2025-12-24,Colombia,Puerto Bolivar,Paradip,Soybean,187170,Capesize,133277,9010,29.7,732.14,0.294,0.09,16.8,15,404.65,41.74,7812475.8,83.7
2025-12-24,Australia,Port Kembla,Paradip,Coking Coal,113118,VLOC,219057,4299,15.6,666.68,0.532,0.519,38.3,36,122.84,31.31,3541724.58,81.6
2025-12-24,Indonesia,Taboneo,Gangavaram,Soybean,75370,Ultramax,61473,3188,11.4,598.9,0.377,0.318,19.4,27,376.24,27.78,2093778.6,68.68
2025-12-24,USA,New Orleans,Kamarajar,Soybean,126877,Small Handy,15290,9646,41.3,590.19,0.601,0.433,51.5,7,436.76,44.4,5633338.8,60.01
2025-12-24,Colombia,Cartagena,Dhamra,Wheat,159014,Ultramax,62702,9290,32.7,628.18,0.305,0.078,32.6,38,274.86,38.98,6198365.72,90.59
2025-12-24,Canada,Quebec,Kakinada,Iron Ore Pellets,136013,Handysize,28673,10843,40.7,608.09,0.385,0.252,33.3,37,104.94,43.15,5868960.95,84.98
2025-12-24,Australia,Hay Point,Krishnapatnam,Rock Phosphate,31881,Newcastlemax,199763,4591,17.0,607.3,0.608,0.471,76.6,21,118.94,31.5,1004251.5,44.67
2025-12-24,Russia,Vostochny,Kakinada,Bauxite,85099,Capesize,133600,3970,12.4,586.81,0.489,0.197,34.4,15,46.74,28.12,2392983.88,56.92
2025-12-24,South Africa,Saldanha Bay,Visakhapatnam,Wheat,39251,Newcastlemax,194802,5498,17.6,711.56,0.567,0.632,43.7,5,292.66,34.61,1358477.11,23.69
2025-12-24,Australia,Hay Point,Gangavaram,Petcoke,131701,Supramax,64452,4216,14.2,709.87,0.195,0.11,18.7,27,82.35,29.26,3853571.26,83.9
2025-12-24,South Africa,Saldanha Bay,Visakhapatnam,Petcoke,60471,Ultramax,62884,5727,21.5,464.37,0.369,0.541,51.7,39,127.2,33.45,2022754.95,66.63
2025-12-24,Australia,Newcastle,Kamarajar,Fertilizer,204774,Capesize,132597,4353,13.8,583.53,0.487,0.689,51.9,12,347.43,33.32,6823069.68,81.84
2025-12-24,Brazil,Santos,Gangavaram,Petcoke,217723,Supramax,55295,8482,31.0,772.04,0.591,0.375,61.8,13,136.78,41.52,9039858.96,75.83
2025-12-24,Russia,Nakhodka,Kakinada,Nickel Ore,277088,Panamax,84896,3608,12.6,791.88,0.266,0.32,25.2,10,86.0,34.03,9429304.64,102.46
2025-12-25,Brazil,Santos,Kakinada,Petcoke,84027,Capesize,158051,8608,30.4,624.79,0.287,0.066,7.4,22,85.29,35.68,2998083.36,66.69
2025-12-25,South Africa,Saldanha Bay,Kamarajar,Wheat,194027,Handysize,27348,5624,23.8,570.53,0.618,0.491,67.1,30,282.88,35.25,6839451.75,86.01
2025-12-25,USA,Houston,Gangavaram,Gypsum,78002,Handymax,45069,9361,39.4,571.35,0.508,0.179,36.0,5,43.76,42.49,3314304.98,43.64
2025-12-25,Australia,Port Kembla,Dhamra,Thermal Coal,188036,Newcastlemax,182453,4218,14.9,726.82,0.334,0.627,21.1,38,104.4,33.51,6301086.36,92.85
2025-12-25,USA,Hampton Roads,Krishnapatnam,Gypsum,137056,Handysize,20488,10007,37.8,472.35,0.303,0.293,40.7,9,22.47,40.61,5565844.16,66.79
2025-12-25,Canada,Vancouver,Paradip,Alumina,259485,Newcastlemax,180812,10055,36.0,730.54,0.505,0.133,47.6,4,225.37,46.78,12138708.3,84.81
2025-12-25,South Africa,Richards Bay,Paradip,Manganese Ore,48700,Handysize,27407,5037,20.0,575.44,0.427,0.207,21.7,33,205.0,32.24,1570088.0,55.83
2025-12-25,Australia,Port Kembla,Chennai,Sugar,110669,Supramax,58526,4602,15.9,719.54,0.584,0.546,48.0,39,447.98,36.61,4051592.09,76.14
2025-12-25,Colombia,Cartagena,Paradip,Iron Ore Pellets,222692,Newcastlemax,182219,9071,30.9,721.45,0.568,0.732,55.0,34,100.59,43.65,9720505.8,103.52
2025-12-25,Brazil,Santos,Gangavaram,Gypsum,146943,Ultramax,61055,8448,32.7,723.43,0.075,0.725,23.8,1,21.48,37.18,5463340.74,62.25
2025-12-25,Vietnam,Vung Tau,Chennai,Gypsum,222590,Handysize,24374,2748,9.9,494.76,0.677,0.132,59.1,34,34.88,29.35,6533016.5,107.84
2025-12-25,Canada,Prince Rupert,Visakhapatnam,Alumina,72596,Ultramax,61906,9725,36.6,547.98,0.427,0.454,55.3,35,299.61,41.87,3039594.52,56.21
2025-12-25,Vietnam,Cam Pha,Chennai,Manganese Ore,251331,VLOC,304103,2496,8.3,649.72,0.76,0.232,70.8,18,136.24,27.94,7022188.14,90.27
2025-12-25,Australia,Newcastle,Dhamra,Wheat,14003,VLOC,288485,4075,13.8,606.63,0.402,0.692,26.6,21,197.21,32.5,455097.5,37.65
2025-12-26,Indonesia,Taboneo,Krishnapatnam,Nickel Ore,238046,VLOC,362621,3017,11.9,515.28,0.233,0.509,7.4,22,84.19,23.75,5653592.5,107.07
2025-12-26,Australia,Port Kembla,Gangavaram,Wheat,270745,Kamsarmax,79941,4420,15.9,650.01,0.616,0.677,30.4,7,207.04,32.79,8877728.55,93.4
2025-12-26,Australia,Gladstone,Chennai,Petcoke,233029,VLOC,209614,4346,15.5,658.0,0.821,0.378,77.5,38,133.68,35.95,8377392.55,107.42
2025-12-26,Mozambique,Beira,Kakinada,Sugar,241319,Supramax,54962,4908,19.2,549.08,0.211,0.18,23.9,27,473.84,29.44,7104431.36,110.8
2025-12-26,Australia,Hay Point,Gangavaram,Gypsum,221060,Capesize,166302,4246,13.9,499.26,0.3,0.431,23.2,3,37.44,25.74,5690084.4,83.07
2025-12-26,Vietnam,Vung Tau,Kamarajar,Nickel Ore,259459,Supramax,50477,2991,10.5,758.04,0.365,0.402,18.7,33,65.3,28.41,7371230.19,111.44
2025-12-26,Mozambique,Beira,Chennai,Iron Ore Pellets,122048,Handymax,48516,5172,18.9,759.73,0.718,0.39,70.9,30,143.74,37.58,4586563.84,74.45
2025-12-27,Australia,Newcastle,Paradip,Fertilizer,162905,Capesize,145032,4028,15.5,556.74,0.511,0.341,61.7,36,200.12,30.59,4983263.95,93.34
2025-12-27,Colombia,Puerto Bolivar,Gangavaram,Bauxite,12065,VLOC,282381,9271,33.4,695.55,0.446,0.704,48.2,6,42.53,40.8,492252.0,26.01
2025-12-27,Brazil,Santos,Kakinada,Corn,152721,Supramax,55311,8627,30.9,757.9,0.69,0.608,44.4,6,214.01,45.19,6901461.99,53.04
2025-12-27,USA,Houston,Kakinada,Soybean,125715,Handymax,54986,9553,36.7,791.1,0.373,0.219,45.5,29,409.04,45.75,5751461.25,75.1
2025-12-27,Australia,Port Hedland,Kakinada,Soybean,92449,Panamax,74646,4641,17.2,625.88,0.335,0.484,57.2,30,499.97,33.79,3123851.71,74.3
2025-12-27,Vietnam,Vung Tau,Kakinada,Iron Ore,174158,Supramax,50565,2725,11.6,694.2,0.311,0.613,30.1,35,112.47,29.87,5202099.46,87.72
2025-12-27,South Africa,Saldanha Bay,Krishnapatnam,Nickel Ore,113560,Newcastlemax,191027,5606,18.5,754.91,0.477,0.21,35.1,30,86.82,32.42,3681615.2,73.34
2025-12-27,South Africa,Saldanha Bay,Dhamra,Bauxite,112213,Small Handy,16040,5349,21.0,493.42,0.45,0.135,47.4,39,62.28,30.32,3402298.16,86.03
2025-12-27,USA,Houston,Krishnapatnam,Iron Ore,127648,VLOC,211204,9436,39.9,523.86,0.364,0.706,29.4,14,109.99,39.47,5038266.56,68.48
2025-12-27,Mozambique,Beira,Chennai,Iron Ore Pellets,176125,Small Handy,20733,5253,22.2,798.0,0.724,0.303,61.9,34,128.66,37.66,6632867.5,86.02
2025-12-27,Indonesia,Taboneo,Visakhapatnam,Gypsum,243589,Capesize,169017,2939,11.0,688.95,0.534,0.097,49.8,6,38.12,31.54,7682797.06,94.14
2025-12-27,USA,Hampton Roads,Kamarajar,Alumina,256742,Ultramax,63590,10175,35.2,570.38,0.695,0.621,55.3,15,314.33,44.67,11468665.14,94.39
2025-12-27,Brazil,Itaguai,Visakhapatnam,Coking Coal,158922,Panamax,70785,8412,28.4,683.31,0.375,0.149,34.7,21,130.24,40.09,6371182.98,82.66
2025-12-28,Mozambique,Maputo,Gangavaram,Sugar,150461,Handymax,43729,4965,18.4,724.56,0.616,0.578,52.5,32,590.0,36.22,5449697.42,80.45
2025-12-28,Australia,Dalrymple Bay,Kakinada,Iron Ore,268628,Kamsarmax,81691,4230,14.5,571.31,0.266,0.179,35.3,9,100.54,27.57,7406073.96,107.58
2025-12-28,Indonesia,Balikpapan,Kakinada,Alumina,163751,Small Handy,18826,3154,12.3,547.12,0.432,0.554,31.4,17,248.65,27.96,4578477.96,81.05
2025-12-28,Brazil,Santos,Visakhapatnam,Wheat,237563,Small Handy,16647,8241,35.0,694.2,0.473,0.158,52.3,12,201.98,39.26,9326723.38,88.84
2025-12-28,South Africa,Richards Bay,Kakinada,Fertilizer,32159,Handysize,29145,5352,20.0,768.17,0.224,0.13,12.9,18,211.11,35.04,1126851.36,57.23
2025-12-28,Canada,Prince Rupert,Kamarajar,Iron Ore,24008,Ultramax,61211,10295,34.4,453.6,0.552,0.357,28.1,35,81.75,42.51,1020580.08,52.88
2025-12-28,Indonesia,Balikpapan,Gangavaram,Petcoke,111391,Handysize,23565,3097,12.7,522.34,0.323,0.493,29.9,12,98.9,30.78,3428614.98,64.21
2025-12-28,Brazil,Santos,Visakhapatnam,Petcoke,68973,Kamsarmax,81687,8553,35.0,642.37,0.422,0.687,52.1,2,122.26,39.58,2729951.34,34.97
2025-12-28,Mozambique,Maputo,Kamarajar,Soybean,208040,Supramax,55297,5433,19.1,600.0,0.559,0.394,67.4,16,392.39,33.83,7037993.2,82.11
2025-12-28,Australia,Port Hedland,Kamarajar,Iron Ore,35252,Handysize,31481,4809,19.6,752.82,0.559,0.352,47.0,33,90.08,35.87,1264489.24,61.28
2025-12-28,Indonesia,Tanjung Bara,Kamarajar,Wheat,19952,Newcastlemax,206389,3409,11.8,720.79,0.553,0.207,63.2,12,265.43,31.16,621704.32,45.11
2025-12-28,Australia,Port Kembla,Kakinada,Petcoke,220838,Kamsarmax,76052,4495,16.0,690.34,0.342,0.211,28.6,27,113.57,29.95,6614098.1,102.03
2025-12-28,Australia,Gladstone,Kakinada,Bauxite,296431,Supramax,54290,4444,18.2,605.76,0.249,0.485,29.4,24,43.49,31.65,9382041.15,116.37
2025-12-28,USA,Houston,Krishnapatnam,Limestone,235888,Handysize,28203,9454,34.9,673.6,0.215,0.267,11.1,27,45.58,39.29,9268039.52,102.76
2025-12-28,Russia,Vostochny,Chennai,Coking Coal,154508,Panamax,65075,4065,14.1,765.18,0.7,0.231,70.5,38,167.7,33.45,5168292.6,90.67
2025-12-28,Russia,Nakhodka,Paradip,Limestone,120365,Supramax,63977,3426,12.3,532.65,0.487,0.131,52.4,37,32.99,27.31,3287168.15,82.77
2025-12-28,Russia,Vostochny,Visakhapatnam,Iron Ore Pellets,32184,Ultramax,69093,3618,14.3,687.49,0.751,0.326,44.9,15,104.57,34.64,1114853.76,36.29
2025-12-28,Australia,Dalrymple Bay,Kakinada,Gypsum,29602,Panamax,71697,4201,14.7,722.94,0.262,0.556,34.9,35,27.4,30.42,900492.84,60.47
2025-12-28,Canada,Quebec,Kakinada,Soybean,194053,Handysize,34124,10894,45.0,701.62,0.236,0.506,23.9,23,350.42,44.3,8596547.9,97.79
2025-12-28,Vietnam,Vung Tau,Kakinada,Iron Ore Pellets,40110,Small Handy,15961,2699,10.7,608.0,0.333,0.534,35.6,36,113.61,28.72,1151959.2,57.61
2025-12-29,Brazil,Santos,Gangavaram,Nickel Ore,192267,Ultramax,61982,8761,33.5,693.17,0.383,0.313,49.1,27,66.04,38.29,7361903.43,101.62
2025-12-29,Russia,Nakhodka,Krishnapatnam,Nickel Ore,178150,Panamax,82055,3900,16.3,633.93,0.32,0.369,49.8,9,83.15,29.47,5250080.5,89.6
